request = DwdObservationRequest(
    parameter=[DwdObservationDataset.CLIMATE_SUMMARY, DwdObservationDataset.SOLAR],
    resolution=DwdObservationResolution.DAILY,
    start_date="1990-01-01",
    end_date="2020-01-01",
).filter_by_station_id(station_id=[3, 1048])


"STATION","NAME","DATE","PRCP","SNWD","TMAX","TMIN"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-06","0.00","0.0","54","33"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-07","0.00","0.0","58","34"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-08","0.00","0.0","47","34"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-09","0.00","0.0","45","33"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-10","0.00","0.0","48","27"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-11","0.00","0.0","46","28"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-12","0.00","0.0","50","40"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-13","0.00","0.0","57","39"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-14","0.00","0.0","60","48"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-15","0.07","0.0","49","45"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-16","0.01","0.0","56","44"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-17","0.03","0.0","57","49"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-18","0.00","0.0","56","47"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-19","0.08","0.0","54","42"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-20","0.00","0.0","42","30"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-21","0.00","0.0","47","31"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-22","0.00","0.0","51","41"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-23","0.00","0.0","50","30"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-24","0.00","0.0","46","28"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-25","0.00","0.0","41","32"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-26","0.00","0.0","42","32"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-27","0.00","0.0","41","34"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-28","0.00","0.0","40","34"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-29","0.01","0.0","39","28"
"GME00121366","DRESDEN STREHLEN, GM","2020-11-30","0.00","0.0","38","29"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-01","0.00","0.0","37","27"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-02","0.00","0.0","35","22"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-03","0.01","0.0","35","24"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-04","0.00","0.0","41","31"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-05","0.00","0.0","49","39"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-06","0.00","0.0","55","36"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-07","0.00","0.0","52","39"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-08","0.00","0.0","46","40"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-09","0.00","0.0","45","37"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-10","0.00","0.0","37","33"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-11","0.00","0.0","42","34"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-12","0.00","0.0","43","36"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-13","0.00","0.0","44","39"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-14","0.00","0.0","48","34"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-15","0.00","0.0","44","39"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-16","0.00","0.0","46","38"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-17","0.00","0.0","42","37"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-18","0.00","0.0","47","35"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-19","0.00","0.0","41","36"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-20","0.01","0.0","40","35"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-21","0.19","0.0","43","36"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-22","0.23","0.0","61","40"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-23","0.29","0.0","55","46"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-24","0.04","0.0","55","38"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-25","0.03","0.0","39","34"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-26","0.00","0.0","39","28"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-27","0.00","0.0","36","30"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-28","0.04","0.0","38","35"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-29","0.00","0.0","45","29"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-30","0.00","0.0","44","29"
"GME00121366","DRESDEN STREHLEN, GM","2020-12-31","0.01","0.0","44","27"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-01","0.00","0.0","39","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-02","0.21","0.0","38","34"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-03","0.08","1.2","36","32"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-04","0.01","0.0","35","34"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-05","0.02","0.0","35","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-06","0.00","0.0","36","34"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-07","0.00","0.0","36","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-08","0.07","0.0","37","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-09","0.03","0.0","34","31"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-10","0.00","0.0","34","23"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-11","0.04","0.0","36","21"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-12","0.09","0.8","39","30"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-13","0.17","0.0","37","31"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-14","0.04","2.8","35","31"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-15","0.03","2.4","33","28"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-16","0.00","2.0","28","24"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-17","0.00","1.2","31","14"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-18","0.07","0.8","38","19"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-19","0.06","0.0","44","37"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-20","0.00","0.0","49","35"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-21","0.00","0.0","53","38"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-22","0.16","0.0","55","38"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-23","0.56","0.0","39","32"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-24","0.14","0.8","36","29"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-25","0.00","0.0","37","32"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-26","0.01","0.0","34","30"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-27","0.00","0.0","41","30"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-28","0.21","0.0","41","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-29","0.62","0.0","35","31"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-30","0.02","0.8","43","28"
"GME00121366","DRESDEN STREHLEN, GM","2021-01-31","0.00","0.4","35","19"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-01","0.02","0.4","37","23"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-02","0.01","0.0","44","35"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-03","0.23","0.0","53","42"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-04","0.05","0.0","51","35"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-05","0.06","0.0","43","34"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-06","0.16","0.0","37","27"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-07","0.35","2.4","27","19"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-08","0.10","7.1","19","16"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-09","0.00","6.3","18","2"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-10","0.00","6.3","18","0"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-11","0.02","5.9","25","8"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-12","0.00","4.7","23","11"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-13","0.00","3.9","25","7"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-14","0.00","3.9","31","9"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-15","0.13","3.1","30","9"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-16","0.08","4.7","37","26"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-17","0.02","2.0","47","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-18","0.00","0.0","54","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-19","0.00","0.0","52","34"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-20","0.00","0.0","58","34"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-21","0.00","0.0","46","38"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-22","0.00","0.0","52","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-23","0.00","0.0","61","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-24","0.00","0.0","63","40"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-25","0.00","0.0","65","40"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-26","0.13","0.0","50","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-27","0.00","0.0","43","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-02-28","0.00","0.0","49","32"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-01","0.00","0.0","47","29"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-02","0.00","0.0","58","27"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-03","0.00","0.0","50","31"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-04","0.21","0.0","51","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-05","0.00","0.0","41","24"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-06","0.00","0.0","44","21"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-07","0.05","0.0","43","34"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-08","0.00","0.0","44","25"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-09","0.00","0.0","44","25"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-10","0.00","0.0","47","28"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-11","0.08","0.0","56","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-12","0.00","0.0","51","42"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-13","0.00","0.0","55","41"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-14","0.02","0.0","47","37"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-15","0.35","0.0","46","38"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-16","0.03","0.0","44","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-17","0.20","0.0","41","34"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-18","0.24","0.0","43","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-19","0.05","0.0","40","29"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-20","0.00","0.0","36","24"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-21","0.00","0.0","43","34"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-22","0.02","0.0","49","29"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-23","0.01","0.0","46","39"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-24","0.00","0.0","56","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-25","0.00","0.0","63","34"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-26","0.00","0.0","64","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-27","0.04","0.0","56","37"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-28","0.00","0.0","56","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-29","0.00","0.0","68","46"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-30","0.00","0.0","73","37"
"GME00121366","DRESDEN STREHLEN, GM","2021-03-31","0.00","0.0","76","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-01","0.02","0.0","69","40"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-02","0.07","0.0","49","40"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-03","0.01","0.0","50","31"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-04","0.00","0.0","52","26"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-05","0.21","0.0","52","31"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-06","0.03","0.4","42","30"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-07","0.03","0.0","45","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-08","0.00","0.0","46","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-09","0.00","0.0","58","31"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-10","0.00","0.0","51","35"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-11","0.15","0.0","67","42"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-12","0.20","0.0","42","35"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-13","0.00","0.0","47","31"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-14","0.00","0.0","47","34"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-15","0.11","0.0","43","34"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-16","0.04","0.0","48","33"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-17","0.02","0.0","48","37"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-18","0.04","0.0","50","39"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-19","0.09","0.0","59","38"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-20","0.21","0.0","61","43"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-21","0.00","0.0","63","39"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-22","0.00","0.0","53","37"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-23","0.00","0.0","54","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-24","0.00","0.0","53","32"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-25","0.02","0.0","53","30"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-26","0.00","0.0","52","28"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-27","0.00","0.0","58","27"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-28","0.04","0.0","66","35"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-29","0.07","0.0","68","49"
"GME00121366","DRESDEN STREHLEN, GM","2021-04-30","0.00","0.0","56","44"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-01","0.35",,"56","46"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-02","0.18",,"52","42"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-03","0.00",,"56","40"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-04","0.00",,"62","40"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-05","0.04",,"57","43"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-06","0.13",,"54","41"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-07","0.03",,"53","41"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-08","0.00",,"63","36"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-09","0.00",,"79","50"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-10","0.00",,"84","58"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-11","0.10",,"85","56"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-12","0.47",,"60","53"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-13","0.46",,"53","50"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-14","0.06",,"63","46"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-15","0.10",,"66","45"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-16","0.07",,"67","46"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-17","0.10",,"64","43"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-18","0.11",,"63","44"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-19","0.26",,"59","44"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-20","0.00",,"63","45"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-21","0.00",,"68","46"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-22","0.02",,"65","47"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-23","0.02",,"65","44"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-24","0.04",,"70","45"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-25","0.05",,"62","49"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-26","0.05",,"62","46"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-27","0.07",,"61","46"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-28","0.13",,"60","44"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-29","0.04",,"63","41"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-30","0.00",,"62","42"
"GME00121366","DRESDEN STREHLEN, GM","2021-05-31","0.00",,"70","39"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-01","0.00",,"74","42"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-02","0.00",,"78","49"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-03","0.00",,"80","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-04","0.00",,"80","58"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-05","0.10",,"82","59"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-06","0.00",,"81","60"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-07","0.00",,"81","64"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-08","0.08",,"81","62"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-09","0.00",,"79","57"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-10","0.25",,"78","54"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-11","0.00",,"81","59"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-12","0.10",,"77","58"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-13","0.00",,"65","48"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-14","0.00",,"79","45"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-15","0.00",,"82","53"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-16","0.00",,"86","58"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-17","0.00",,"90","66"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-18","0.00",,"91","65"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-19","0.00",,"94","70"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-20","0.00",,"94","69"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-21","0.28",,"88","68"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-22","0.03",,"71","60"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-23","0.48",,"68","63"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-24","0.39",,"72","60"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-25","0.10",,"73","61"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-26","0.01",,"76","58"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-27","0.00",,"82","54"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-28","0.00",,"87","60"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-29","1.46",,"82","63"
"GME00121366","DRESDEN STREHLEN, GM","2021-06-30","0.00",,"73","60"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-01","0.15",,"71","58"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-02","0.17",,"73","58"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-03","0.00",,"77","56"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-04","0.01",,"82","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-05","0.05",,"78","64"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-06","0.52",,"87","61"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-07","0.10",,"72","59"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-08","0.37",,"74","57"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-09","0.01",,"78","59"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-10","0.00",,"78","59"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-11","0.15",,"82","57"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-12","0.00",,"79","60"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-13","0.76",,"87","59"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-14","0.01",,"80","64"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-15","0.00",,"78","62"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-16","0.56",,"82","60"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-17","0.22",,"73","66"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-18","0.00",,"80","62"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-19","0.00",,"70","56"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-20","0.00",,"71","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-21","0.00",,"72","57"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-22","0.00",,"76","56"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-23","0.00",,"81","57"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-24","0.00",,"86","56"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-25","0.06",,"85","64"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-26","0.15",,"87","62"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-27","0.00",,"82","61"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-28","0.03",,"80","62"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-29","0.00",,"79","57"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-30","0.00",,"83","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-07-31","0.00",,"81","60"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-01","0.14",,"71","57"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-02","0.07",,"73","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-03","0.11",,"74","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-04","0.04",,"72","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-05","0.40",,"71","58"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-06","0.26",,"74","57"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-07","0.19",,"77","54"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-08","0.00",,"76","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-09","0.00",,"78","51"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-10","0.27",,"76","56"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-11","0.00",,"76","54"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-12","0.00",,"80","53"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-13","0.00",,"87","62"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-14","0.00",,"86","61"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-15","0.00",,"84","57"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-16","0.13",,"80","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-17","0.00",,"68","53"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-18","0.02",,"69","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-19","0.00",,"70","60"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-20","0.06",,"75","53"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-21","0.00",,"78","50"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-22","0.31",,"76","60"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-23","0.46",,"66","57"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-24","0.00",,"69","47"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-25","0.15",,"70","44"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-26","0.32",,"64","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-27","0.90",,"61","53"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-28","0.12",,"63","52"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-29","0.00",,"69","51"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-30","0.36",,"67","50"
"GME00121366","DRESDEN STREHLEN, GM","2021-08-31","0.12",,"65","49"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-01","0.00",,"70","45"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-02","0.00",,"73","47"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-03","0.00",,"77","48"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-04","0.00",,"69","48"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-05","0.00",,"77","48"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-06","0.00",,"76","50"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-07","0.00",,"74","54"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-08","0.00",,"78","51"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-09","0.00",,"80","52"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-10","0.80",,"80","61"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-11","0.06",,"73","60"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-12","0.00",,"75","56"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-13","0.00",,"72","52"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-14","0.00",,"79","52"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-15","0.25",,"75","58"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-16","0.01",,"65","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-17","0.02",,"64","57"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-18","0.07",,"60","54"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-19","0.00",,"57","51"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-20","0.00",,"56","50"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-21","0.04",,"61","49"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-22","0.00",,"63","48"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-23","0.01",,"74","45"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-24","0.00",,"66","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-25","0.00",,"73","57"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-26","0.28",,"78","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-27","0.00",,"74","60"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-28","0.00",,"63","55"
"GME00121366","DRESDEN STREHLEN, GM","2021-09-29","0.02",,"68","53"
